JobID|JobIDRaw|JobName|User|Account|Partition|State|Submit|Start|End|Elapsed|ElapsedRaw|Timelimit|NNodes|NodeList|NCPUS|ReqMem|MaxRSS|AllocTRES|ReqTRES|TotalCPU|CPUTimeRAW|ExitCode
59161011_3.batch|59161015.batch|batch||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:39:38|00:16:19|979||1|r23g37|7||4415.31M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||22:29.201|6853|0:0
59161011_3.extern|59161015.extern|extern||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:39:38|00:16:19|979||1|r23g37|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|6853|0:0
59161011_4|59161016|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:23:19|2026-04-28T15:40:04|00:16:45|1005|01:00:00|1|r23g37|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|23:42.719|7035|0:0
59161011_4.batch|59161016.batch|batch||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:40:04|00:16:45|1005||1|r23g37|7||4368.33M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||23:42.719|7035|0:0
59161011_4.extern|59161016.extern|extern||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:40:04|00:16:45|1005||1|r23g37|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|7035|0:0
59161011_5|59161017|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:23:19|2026-04-28T15:40:06|00:16:47|1007|01:00:00|1|r23g39|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|24:15.890|7049|0:0
59161011_5.batch|59161017.batch|batch||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:40:06|00:16:47|1007||1|r23g39|7||2802.28M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||24:15.890|7049|0:0
59161011_5.extern|59161017.extern|extern||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:40:06|00:16:47|1007||1|r23g39|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|7049|0:0
59161011_6|59161018|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:23:19|2026-04-28T15:39:15|00:15:56|956|01:00:00|1|r23g39|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|22:06.690|6692|0:0
59161011_6.batch|59161018.batch|batch||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:39:15|00:15:56|956||1|r23g39|7||4144.41M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||22:06.690|6692|0:0
59161011_6.extern|59161018.extern|extern||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:39:15|00:15:56|956||1|r23g39|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|6692|0:0
59161011_7|59161019|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:23:19|2026-04-28T15:38:00|00:14:41|881|01:00:00|1|r24g40|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|20:03.470|6167|0:0
59161011_7.batch|59161019.batch|batch||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:38:00|00:14:41|881||1|r24g40|7||4540.92M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||20:03.470|6167|0:0
59161011_7.extern|59161019.extern|extern||lccbe||COMPLETED|2026-04-28T15:23:19|2026-04-28T15:23:19|2026-04-28T15:38:00|00:14:41|881||1|r24g40|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|6167|0:0
59161011_8|59161023|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:24:29|2026-04-28T15:39:06|00:14:37|877|01:00:00|1|r22g41|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|19:56.308|6139|0:0
59161011_8.batch|59161023.batch|batch||lccbe||COMPLETED|2026-04-28T15:24:29|2026-04-28T15:24:29|2026-04-28T15:39:06|00:14:37|877||1|r22g41|7||4939.18M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||19:56.308|6139|0:0
59161011_8.extern|59161023.extern|extern||lccbe||COMPLETED|2026-04-28T15:24:29|2026-04-28T15:24:29|2026-04-28T15:39:06|00:14:37|877||1|r22g41|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|6139|0:0
59161011_9|59161011|lookup_pseudobulk|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-28T15:23:18|2026-04-28T15:39:07|2026-04-28T15:54:50|00:15:43|943|01:00:00|1|r22g41|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|21:43.854|6601|0:0
59161011_9.batch|59161011.batch|batch||lccbe||COMPLETED|2026-04-28T15:39:07|2026-04-28T15:39:07|2026-04-28T15:54:50|00:15:43|943||1|r22g41|7||4130.05M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||21:43.854|6601|0:0
59161011_9.extern|59161011.extern|extern||lccbe||COMPLETED|2026-04-28T15:39:07|2026-04-28T15:39:07|2026-04-28T15:54:50|00:15:43|943||1|r22g41|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|6601|0:0
59162001_0|59162002|methylbert_inference|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-29T16:43:46|2026-04-29T16:43:48|2026-04-29T18:45:31|02:01:43|7303|04:00:00|1|r22g39|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|02:23:48|51121|0:0
59162001_0.batch|59162002.batch|batch||lccbe||COMPLETED|2026-04-29T16:43:48|2026-04-29T16:43:48|2026-04-29T18:45:31|02:01:43|7303||1|r22g39|7||5488.51M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||02:23:48|51121|0:0
59162001_0.extern|59162002.extern|extern||lccbe||COMPLETED|2026-04-29T16:43:48|2026-04-29T16:43:48|2026-04-29T18:45:31|02:01:43|7303||1|r22g39|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|51121|0:0
59162001_1|59162003|methylbert_inference|vsc37069|lccbe|gpu_p100|COMPLETED|2026-04-29T16:43:46|2026-04-29T16:43:48|2026-04-29T19:10:32|02:26:44|8804|04:00:00|1|r22g39|7|32768M||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1|billing=4,cpu=1,gres/gpu=1,mem=32768M,node=1|02:46:44|61628|0:0
59162001_1.batch|59162003.batch|batch||lccbe||COMPLETED|2026-04-29T16:43:48|2026-04-29T16:43:48|2026-04-29T19:10:32|02:26:44|8804||1|r22g39|7||3733.23M|cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||02:46:44|61628|0:0
59162001_1.extern|59162003.extern|extern||lccbe||COMPLETED|2026-04-29T16:43:48|2026-04-29T16:43:48|2026-04-29T19:10:32|02:26:44|8804||1|r22g39|7|||billing=74,cpu=7,gres/gpu:tesla=1,gres/gpu=1,mem=32768M,node=1||00:00:00|61628|0:0
